ds,yhat,yhat_lower,yhat_upper
2011-12-29,468.54937179599807,405.00032078322533,540.6283650207467
2011-12-30,468.8959366870312,404.00477564561186,534.4244649038864
2012-01-03,471.7563674357174,404.93779991194504,539.0662035953392
2012-01-04,472.14170155975364,405.76174502134074,540.3030262236537
2012-01-05,473.3934599778231,410.90881360547013,539.5272396360539
2012-01-06,473.62756893515353,405.08088312834036,542.2497139216794
2012-01-09,475.28497756236897,410.0813638140071,537.1859680624063
2012-01-10,475.4489750720413,412.8070537131847,543.2953981176813
2012-01-11,475.46368119225855,409.5067839449403,541.5131648676023
2012-01-12,476.3203959780095,408.6851620772003,545.4190611924533
2012-01-13,476.1469114029222,413.58932919831955,545.0993699010164
2012-01-17,476.461292161678,411.04672020589,542.1611272049499
2012-01-18,476.1899842532633,414.4865283778309,545.8351217465953
2012-01-19,476.8179994377458,406.49643673952266,543.4049944842654
2012-01-20,476.48124650710577,411.04613293627915,542.7811652673383
2012-01-23,476.9209868316717,407.87249943693797,544.5169483021211
2012-01-24,476.89213409518715,413.4796082464157,544.6920835410813
2012-01-25,476.83739267310705,410.4115168642109,542.2396641728416
2012-01-26,477.7531800106348,412.6682408357338,544.7076469166363
2012-01-27,477.76875791790866,414.4748159406484,543.5504866704524
2012-01-30,479.5589800522119,414.60095852549637,543.0291488559416
2012-01-31,480.03953836998534,415.5634567370658,545.5394084579426
2012-02-01,480.50201898216733,411.02724337815164,548.8296768647283
2012-02-02,481.9289969192174,417.5229678509808,553.2182885035661
2012-02-03,482.43593026215063,410.1602873824684,549.7527767621123
2012-02-06,485.4518979021641,416.50551479536875,554.8075111013679
2012-02-07,486.22063001340746,417.16063868855036,556.0160520326898
2012-02-08,486.8961362523748,424.4942956045431,554.2640943331139
2012-02-09,488.4549134963441,419.5035234326239,557.1862413633453
2012-02-10,489.0085453551308,422.94035899981293,554.4654383980032
2012-02-13,491.6503340275367,424.6197827782988,556.9369366775285
2012-02-14,492.13343853252366,431.2444429171839,555.734815341716
2012-02-15,492.45371922064396,420.70539102345725,553.1138898614349
2012-02-16,493.5971915997992,426.87785268734854,556.0271995809361
2012-02-17,493.68662302775374,428.3128037275683,560.5688893595368
2012-02-21,494.7294541984961,425.8125654254205,564.6897838979593
2012-02-22,494.5436441917911,426.0985878408094,561.0728883244482
2012-02-23,495.2148204621902,427.2570388781673,565.132967963442
2012-02-24,494.8785342799689,422.8127358960799,562.2579526849744
2012-02-27,495.0734674064188,431.4640995859464,562.1227713965199
2012-02-28,494.888688981429,428.06079110673505,560.4517419311652
2012-02-29,494.6468059253988,428.03952222247227,558.9595351240241
2012-03-01,495.34890651592656,422.67995569374085,558.1215942295377
2012-03-02,495.12953154146186,427.28400206336664,563.1551260582042
2012-03-05,496.1467770660855,430.881634335361,569.1135876702
2012-03-06,496.36811578839263,430.26717429019504,563.3943508216836
2012-03-07,496.58134205260126,426.8731329021297,564.8366522195448
2012-03-08,497.7752834239394,439.71002561680666,566.0915880132187
2012-03-09,498.0713252704852,428.2243581042077,561.8220615106236
2012-03-12,500.639205274715,437.25784810815856,571.0563498218447
2012-03-13,501.33404339919986,432.89340600326153,567.4611408330337
2012-03-14,501.97839170421264,434.25383812343495,565.2648972773678
2012-03-15,503.5504269681602,441.4059009202062,572.7277737145259
2012-03-16,504.16247590659486,440.5780643470874,571.1888695244778
2012-03-19,506.3699475868324,440.72196162613216,574.686982836155
2012-03-20,506.78957620878947,442.71228483164083,573.2616021331045
2012-03-21,507.08154364200595,435.23086329951764,576.5833148935757
2012-03-22,508.22747751608347,438.01099197893365,573.8095897460039
2012-03-23,508.3451627549271,441.7801031209459,576.4834424714085
2012-03-26,509.61430397106244,446.961243753053,579.275289391579
2012-03-27,509.6451397883015,444.29879724703176,575.375619106831
2012-03-28,509.52947305625605,441.4521074697044,574.6935141647876
2012-03-29,510.2611164688666,448.85158434612055,578.1375843544884
2012-03-30,509.9699997820197,448.087242759067,577.7020938349551
2012-04-02,510.1592504975183,444.2161083455935,579.1863833241384
2012-04-03,509.91198087576805,442.80558860584796,580.4766707161302
2012-04-04,509.57227115102904,442.3365376675606,581.6645548944814
2012-04-05,510.139335649547,443.63988086614114,581.261540046531
2012-04-09,510.0156571028745,444.5664927655864,572.934426064283
2012-04-10,509.91578976433004,447.3180367117741,576.5548263716393
2012-04-11,509.7758276631553,443.32091794816915,581.6926395829489
2012-04-12,510.58786991141756,446.3763496972293,580.1299519862536
2012-04-13,510.4770769096027,447.11532066151943,575.818826311808
2012-04-16,511.7181825421269,446.2469297889299,578.057912513505
2012-04-17,511.950957861984,441.40774790410234,577.4308017715377
2012-04-18,512.131381588677,449.3739832948491,579.9509202996977
2012-04-19,513.2423852216099,443.23725202506637,579.1252230893978
2012-04-20,513.4008724444635,447.67557393198604,580.2070052147564
2012-04-23,515.2076582457829,446.65829438084063,582.2875532619165
2012-04-24,515.5342838767615,446.8382447921639,581.0943488923085
2012-04-25,515.7582610048335,450.75835756926386,584.3969896933329
2012-04-26,516.8632578693321,454.9056976128278,585.1348207436806
2012-04-27,516.9685269956369,449.9598376503551,587.2511899184512
2012-04-30,518.3773883370482,448.4866208587652,584.2207821450719
2012-05-01,518.5127991974331,453.925006136014,584.6045856830557
2012-05-02,518.5287898440374,448.3918076442624,585.0348187311386
2012-05-03,519.4172126206162,451.4533757017717,585.7238515484684
2012-05-04,519.305538231286,452.16709980556027,590.7449866888398
2012-05-07,520.1377717433319,449.47217341512766,589.8964739977915
2012-05-08,520.1273029632013,451.3982779087986,585.6433462907258
2012-05-09,520.0285815272575,453.276828450689,588.8714618685269
2012-05-10,520.8361736673593,452.09811246147166,590.0257992069662
2012-05-11,520.6786831882814,449.64994873066047,587.8262884369783
2012-05-14,521.570189340549,453.0745997102932,592.2192442733473
2012-05-15,521.6325607495014,451.055267584672,588.1345846084907
2012-05-16,521.6233162367857,454.8748442790002,588.4879101188768
2012-05-17,522.5292457263765,454.0752531433347,595.6426923371104
2012-05-18,522.4702820707596,454.57872684562346,595.0072922834464
2012-05-21,523.5645317058369,457.52871333505766,595.7639444703074
2012-05-22,523.6320470380766,454.3291638815777,583.2136879069716
2012-05-23,523.5820675027621,452.6948458159085,589.8547063726127
2012-05-24,524.3939269497344,455.06914636238895,593.0521911628418
2012-05-25,524.1814214061707,459.81223403087864,590.8114321990387
2012-05-29,524.0712353002107,454.8564555237644,592.4114664422195
2012-05-30,523.5403325154116,460.4264429129778,585.5497194256852
2012-05-31,523.8140752271343,460.3504799087678,596.0365824439331
2012-06-01,523.0139100912769,458.7123788545685,594.3741840190927
2012-06-04,521.2982075477754,450.886826879913,586.8576260843416
2012-06-05,520.2734003048319,452.754074950588,589.0513391904874
2012-06-06,519.0810903883653,450.570732211514,581.8347417422525
2012-06-07,518.7213942392651,452.4073475900036,583.381641176895
2012-06-08,517.3309912668634,445.9786245452326,587.6351545771375
2012-06-11,514.248102777765,449.0744258760935,585.0212262854166
2012-06-12,512.944711810599,442.6728939742558,578.8274378228805
2012-06-13,511.5796754748877,442.4040857615964,577.0607030250147
2012-06-14,511.16038453936466,440.19997150462865,579.0826914214258
2012-06-15,509.82836836846894,442.6235161750947,578.2324401444308
2012-06-18,507.6374021608306,438.3413411340318,573.8020011895327
2012-06-19,506.85954847295,441.5609782182656,571.5275603501145
2012-06-20,506.1221140554209,439.3714604506046,570.7045152430037
2012-06-21,506.4215110690214,438.5988209418629,569.2042477273187
2012-06-22,505.8861032843984,433.4582942376256,573.1538362067998
2012-06-25,506.3948153343573,443.04185796176256,573.9231694628263
2012-06-26,506.5616179199129,441.0675939294484,570.3200104674355
2012-06-27,506.76049205412943,436.99710852339365,569.7574082799214
2012-06-28,507.96949272489826,441.06052277069927,575.908510568013
2012-06-29,508.29932787453276,438.6892590368522,575.157776366332
2012-07-02,510.9807100050411,441.2351776592059,578.3521172773579
2012-07-03,511.68769280392735,445.64006976259515,579.073991453716
2012-07-05,513.8471619891634,444.2291331569303,580.8582659563514
2012-07-06,514.380321875293,452.2156016813903,582.4948904835334
2012-07-09,516.9937831491078,450.01798721813077,583.9378095780212
2012-07-10,517.4718111677031,451.25282589281073,581.4215094118257
2012-07-11,517.7871461826544,448.5071358177951,586.91455332745
2012-07-12,518.9252979417699,451.28603570136323,588.3969799648997
2012-07-13,519.0089578865811,457.5398392451533,583.048347687787
2012-07-16,520.0793125854407,455.2992666048945,584.4929150442274
2012-07-17,520.0344143148584,451.8701248984978,587.5264936363947
2012-07-18,519.8501841105067,452.98390632169946,587.3051342852577
2012-07-19,520.5274459110744,454.7920437606629,592.2099061377289
2012-07-20,520.2027624482869,454.9675190440316,583.8429542533358
2012-07-23,520.4729441675466,455.2650213588522,583.7751344854277
2012-07-24,520.3277900346969,450.93790918843627,589.1444921518677
2012-07-25,520.1324530422429,448.4748371071131,592.8615536269382
2012-07-26,520.8872021588935,454.37598135366693,587.5622966553605
2012-07-27,520.7253200050185,455.8755702169996,588.0725277996982
2012-07-30,521.9249130089662,455.5669154912864,588.4540821361472
2012-07-31,522.20182958074,453.1529933247213,590.0042890198763
2012-08-01,522.4628485127397,455.40770523324426,586.0474342257619
2012-08-02,523.693224569572,448.3136162773975,591.6506251363253
2012-08-03,524.0105449780681,454.5547637373907,591.7540959316186
2012-08-06,526.51146207067,464.47665139567744,597.253713656564
2012-08-07,527.1270056842061,458.021439069619,592.6486145722164
2012-08-08,527.6571209962307,459.146929608222,595.9950124263654
2012-08-09,529.0764203219272,461.37547942846805,603.459516004703
2012-08-10,529.4939748317842,462.932844634663,596.589170300158
2012-08-13,531.7146663049776,468.75550851187404,604.6342120455539
2012-08-14,532.0398612740981,463.05289311563797,600.563813206648
2012-08-15,532.1860747807334,467.2520934765582,597.3355556548365
2012-08-16,533.1346532627765,467.444101813112,596.6909734638596
2012-08-17,533.0036903261823,464.96466698115455,601.3654580533512
2012-08-20,533.2309233775411,467.3859828678955,602.6467640002803
2012-08-21,532.8224850555059,470.7405080742535,604.0054470019422
2012-08-22,532.2261536959267,463.1689364839972,599.8543257237928
2012-08-23,532.439152746623,462.55893184918654,598.4783583476793
2012-08-24,531.5951787376242,465.609064274647,597.2365161321676
2012-08-27,529.9622028058697,464.822565276024,596.3574102589753
2012-08-28,529.0676748983867,458.78674428207256,593.3951025384195
2012-08-29,528.0682963618303,460.9228121445819,596.1866152134248
2012-08-30,527.9677394333884,464.79199226468376,598.8931695202622
2012-08-31,526.9038065652156,457.7279636740617,590.2868796421252
2012-09-04,524.4305703359223,455.3872952136761,590.52257864206
2012-09-05,523.6577351092694,460.28819210802317,589.5563521940617
2012-09-06,523.8535544804442,459.49104474049415,590.3102859061
2012-09-07,523.1452631782195,457.0432278656268,588.7491966294622
2012-09-10,522.720595450626,455.58681362255726,594.6475042908789
2012-09-11,522.4430557914907,455.73645653437853,588.1604749668966
2012-09-12,522.1359959501473,453.34289318996514,593.252224720455
2012-09-13,522.7820206671464,458.5843903574058,592.9059982575042
2012-09-14,522.4973912727309,451.12535414747254,590.4390831610143
2012-09-17,523.0957115707125,461.758389978848,589.1120943369186
2012-09-18,523.0554146505307,456.94152872492003,588.2623758693223
2012-09-19,522.9279110510046,455.1908538904185,584.7011354206778
2012-09-20,523.6952854018476,457.1047426529769,591.6466665971947
2012-09-21,523.4752255543133,456.10303818129626,587.5142089364807
2012-09-24,523.9675270310198,454.0796658410208,593.415699663054
2012-09-25,523.8132057473032,453.3689630546595,587.9257430863263
2012-09-26,523.545869643423,459.9344217253618,588.7190141444335
2012-09-27,524.1568655444959,456.607738703348,592.5615898124868
2012-09-28,523.77345736031,462.71997790336906,586.497594683224
2012-10-01,523.8274685672909,456.7411559326407,589.3435787714784
2012-10-02,523.5725667624769,457.41448280417654,590.8635199439809
2012-10-03,523.2390864843168,457.4507539975395,585.3179182510875
2012-10-04,523.823410765653,456.2803304997214,587.921223411702
2012-10-05,523.4562753729334,457.6196588519623,585.8053430574704
2012-10-08,523.8260831151606,455.77544182709886,590.9984539469955
2012-10-09,523.7599520090843,452.1343891472242,588.8369408585038
2012-10-10,523.6501575230698,453.2128690982038,594.5477321613464
2012-10-11,524.4867957150767,458.08138972902185,589.3089852253422
2012-10-12,524.3931307234238,453.31924485484785,588.3540239011951
2012-10-15,525.6232263458104,454.4019107223887,595.0390891781999
2012-10-16,525.8260629837276,454.40488614607506,593.7648657845234
2012-10-17,525.9608511495503,457.82404019564166,595.9608273168667
2012-10-18,527.0090846513019,459.1419413767386,594.269825527005
2012-10-19,527.0863019737855,458.99652194938835,595.4586918903235
2012-10-22,528.5259900401195,458.1690185496531,592.6489430407696
